deidentified_id_code,gender,gender_other,term,age,r_mem_s_4_text,r_mem_s_13_valence,race_primary,birth_country,ethnic_identify,ethnic_other,,,
3899,Woman,[Decline to Answer],F19,18,The most frequent recollection within this past year is how when I was younger I used to hate myself and was bullied in elementary school. So sometimes when I am sad or feeling like I can't do something a memory of my running and crying in the park in the cool weather comes to me.,-2,White/Caucasian,Canada,Other not listed,Newfie (New found land),,,
3902,Woman,[Decline to Answer],F19,22,Recollected a time I spent with a person that in hindsight I realise was a huge red flag.,-2,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
3906,Woman,[Decline to Answer],F19,19,Someone told me I that I was hopeless and that I was a waste of time.,-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,[Decline to Answer],[Decline to Answer],,,
3908,Man,n/a,F19,19,"a misunderstanding where i was wrong place wrong time, but most of the consequences following the event were shifted onto me.",-2,White/Caucasian,Canada,Other not listed,Newfoundlander,,,
3909,Woman,[Decline to Answer],F19,36,family trauma,-2,White/Caucasian,UK,Welsh,[Decline to Answer],,,
3910,Woman,[Decline to Answer],F19,20,It was just a period of severe hopelessness at the begging of summer when I was at my lowest emotional state. I felt very worried about the future and like I was very inferior to others socially and academically. It involved a couple weeks of constant dread and sleeplessness.,-2,White/Caucasian,Canada,British/English,[Decline to Answer],,,
3911,Woman,[Decline to Answer],F19,NA,"I had just returned to my living space off-campus after a bad midterm last fall. I was very tired because I had crammed late the night before and the morning of so before proceeding to go to sleep midday, I went to the bathroom to use the toilet. After I sat down, I noticed a wasp crawling on my shirt. I proceeded to scream due to my fear of bees (and wasps) and it stung me on the thigh.",-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
3913,Man,[Decline to Answer],F19,18,Getting cut off by someone.,-2,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Phillipines,Filipino,[Decline to Answer],,,
3914,Woman,[Decline to Answer],F19,20,When I experienced domestic abuse to my mother and had to pull her out of it at the age of 12. Its still difficult to regain my normality after i think about it because it makes me cry and shudder uncontrollably each time.,-2,"South Asian (e.g. Pakistani, Indian)",Saudi Arabia,Indian (from India),[Decline to Answer],,,
3915,Woman,[Decline to Answer],F19,18,I broke up with my significant other.,-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
3916,Woman,[Decline to Answer],F19,18,Saying goodbye to a friend that was leaving for a year. Sobbed on their shoulder on the street late at night.,-2,Mixed,Canada,Canadian,[Decline to Answer],,,
3921,Woman,n/a,F19,23,"I replay over in my mind the way I wish the situation would have been handle, others tools I could have used to intercept the experience earlier on. I think about what my actions were and how I would handle them differently if it happened again to prevent the feeling of shame and guilt.",-2,White/Caucasian,Canada,Canadian,n/a,,,
3923,Woman,[Decline to Answer],F19,18,I was at my boyfriends house and for no reason at all his mom started yelling and swearing at me and telling me I had to leave. So her and my boyfriend started fighting and I had a panic attack,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3926,Woman,[Decline to Answer],F19,19,past bad happenings that occurred around the age of 9-11. The second being a few summers ago I was in a place for a few months and these 2 situations come to my mind a lot and pop up undesirably.,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3928,Woman,[Decline to Answer],F19,19,"When I was 8 and younger my piano teacher would buy me Webkinz as a way of congratulating me for finishing songs. She was an obese lady and I finished two songs the week before and she gave me a pig and a frog. She was wearing pink so I told her I would name the pig after her. I didn't understand why my mom was mad and why my teacher was offended, obviously I do now and I still feel bad about it.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3929,Woman,[Decline to Answer],F19,18,"Memories from my emotionally abusive relationship. This includes when I was sexually abused. As this is what my life involved for approximately three years, memories of this behaviour and questions of ""why was I treated like this"" often come to mind.",-2,White/Caucasian,Canada,French-Canadian,[Decline to Answer],,,
3930,Woman,[Decline to Answer],F19,19,A toxic relationship with a friend that ended poorly. It will continuously pop into my head and replay the conversation before I decided to part ways. I find myself mourning the loss of a long term friend although having them in my life is worse than not.,-2,White/Caucasian,Canada,Israeli,[Decline to Answer],,,
3932,Woman,[Decline to Answer],F19,18,"I remember the feeling of his hands on my wrist as if it is happening in the moment, and the weight of his body on top of me. I remember the feeling of his hand around my neck and not being able to breath, and the fear that someone I thought I could trust would do this to me.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3933,Woman,[Decline to Answer],F19,18,The memory is a bad one. Certain things trigger it. When I try to not think about it I think about it more.,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3936,Woman,N/A,F19,18,It happened a few years ago. It affected my self esteem and thoughts on myself in a negative way. Since then I've been more cautious and would tend to overthink about myself.,-2,"South Asian (e.g. Pakistani, Indian)",Canada,Other not listed,Fijian Indian,,,
3943,Woman,[Decline to Answer],F19,21,The loss of my grandmother by suicide,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3944,Man,N/A,F19,32,A dramatic event unfolding in front of my daughter. How I treated her during the event. She was crying and she feared me when I tried to console her.,-2,White/Caucasian,Canada,Croatian,[Decline to Answer],,,
3946,Woman,[Decline to Answer],F19,18,Being sexually assaulted by my grandfather and by someone I saw as a close friend.,-2,White/Caucasian,Canada,Dutch,[Decline to Answer],,,
3947,Woman,[Decline to Answer],F19,45,"I have thoughts about my past history with substance abuse, but have been clean and sober for five years.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3949,Woman,[Decline to Answer],F19,19,"Being kicked out of the house after a fight with my dad that lead to violence. I moved back 5 days later, but suffer greatly from the events of that day. The police labeled the event a domestic dispute. I had a major panic attack during the events.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3950,Woman,[Decline to Answer],F19,23,I keep remembering a traumatic morning. I remember the emotions I went through and the lighting of the room. I remember some of the physical feelings I experienced upon hearing the news of that morning.,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3956,Woman,[Decline to Answer],F19,19,Struggling to go to school,-2,"South Asian (e.g. Pakistani, Indian)",Canada,American,[Decline to Answer],,,
3958,Woman,Woman,F19,27,"I remember after my son was born, needing to go back to the hospital for complications. I feel scared with this memory and picture the hospital and nurses and people that were panicking. I can remember leaving the house, arriving and being rushed through the hospital.",-2,White/Caucasian,Canada,Canadian,N.A,,,
3960,Woman,[Decline to Answer],F19,22,traumatic in nature; involved harm that i was able to avoid; lost a friendship by avoiding it; experience extreme anxiety when the recollection comes to mind; leaves me feeling depressed after; takes a while to forget about it,-2,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
3962,Man,[Decline to Answer],F19,20,usually the stress of the exams. The pressure of may be failing them. Other than that dont really remember much as it happened a few months back and im pretty forgetful,-2,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Bangladesh,Bangladesh,[Decline to Answer],,,
3964,Woman,[Decline to Answer],F19,19,"I was sexually assaulted by a manager for an extended amount of time, I was raped, and I get harassed.",-2,Middle Eastern,Canada,Persian,[Decline to Answer],,,
3965,Man,[Decline to Answer],F19,25,Having old friends stop talking to me. Without me knowing why. Having to wonder for months and years about what happened.,-2,"South Asian (e.g. Pakistani, Indian)",Pakistan,Canadian,[Decline to Answer],,,
3966,Woman,[Decline to Answer],F19,24,family violence,-2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3976,Man,[Decline to Answer],F19,21,"In my memory, there was a classmate of mine. It was not exactly my friend. But it was involved in a lot of things I was doing back in school. We were in the same club, the same class group, and the same competition training team. I did something that was to be punished by the teacher. It took the blame instead of me, either willingly or not. I disliked it. But I felt certain sense of guilt.",-2,"East Asian (e.g. Chinese, Japanese, Korean)",China,[Decline to Answer],[Decline to Answer],,,
3978,Woman,I didn't answer I prefer to self identify but I cannot proceed without entering something here,F19,43,My high school boyfriend pretending he didn't see me and sitting away from me on the bleachers. Someone (who turned out to be the girl he was cheating on me with - actually or just rumoured I don't know - asked me if I saw him and why weren't we sitting together. So I pretended I hadn't seen him ignore me and went and sat with him.,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
